productType,variantId,id,sku,categories,prices,tax,name.en,name.de,name.it,description.en,description.de,description.it,slug.en,slug.de,slug.it,metaTitle.en,metaDescription.en,metaKeywords.en,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,colorFreeDefinition.de,colorFreeDefinition.it,details.en,details.de,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,5,,M0E20000000E0H9,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0H9,79506,dondup,yes,,xs,28,blue,blue,,,,,,sporty,men,s15,,,,
,6,,M0E20000000E0HA,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HA,79506,dondup,yes,,xs,29,blue,blue,,,,,,sporty,men,s15,,,,
,7,,M0E20000000E0HB,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HB,79506,dondup,yes,,s,30,blue,blue,,,,,,sporty,men,s15,,,,
,8,,M0E20000000E0HC,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HC,79506,dondup,yes,,s,31,blue,blue,,,,,,sporty,men,s15,,,,
,9,,M0E20000000E0HD,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HD,79506,dondup,yes,,m,32,blue,blue,,,,,,sporty,men,s15,true,,,
,10,,M0E20000000E0HE,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HE,79506,dondup,yes,,m,33,blue,blue,,,,,,sporty,men,s15,true,,,
,11,,M0E20000000E0HF,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HF,79506,dondup,yes,,l,34,blue,blue,,,,,,sporty,men,s15,,,,
,12,,M0E20000000E0HG,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HG,79506,dondup,yes,,l,35,blue,blue,,,,,,sporty,men,s15,true,,,
,13,,M0E20000000E0HH,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HH,79506,dondup,yes,,xl,36,blue,blue,,,,,,sporty,men,s15,true,,,
,14,,M0E20000000E0HI,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HI,79506,dondup,yes,,xl,37,blue,blue,,,,,,sporty,men,s15,,,,
,15,,M0E20000000E0HJ,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HJ,79506,dondup,yes,,xxl,38,blue,blue,,,,,,sporty,men,s15,,,,
,16,,M0E20000000E0HK,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HK,79506,dondup,yes,,xxxl,40,blue,blue,,,,,,sporty,men,s15,,,,
,17,,M0E20000000E0HL,,EUR 24375;EUR 15984 b2b;BE-EUR 19500;BG-EUR 19500;DK-EUR 19500;DE-EUR 19500;EE-EUR 19500;FI-EUR 19500;FR-EUR 19500;GR-EUR 19500;IE-EUR 19500;IT-EUR 19500;HR-EUR 19500;LV-EUR 19500;LT-EUR 19500;LU-EUR 19500;MT-EUR 19500;NL-EUR 19500;AT-EUR 19500;PL-EUR 19500;PT-EUR 19500;RO-EUR 19500;SE-EUR 19500;SK-EUR 19500;SI-EUR 19500;ES-EUR 19500;CZ-EUR 19500;HU-EUR 19500;GB-EUR 19500;CY-EUR 19500,,,,,,,,,,,,,,UP232 DS107U G67 UHI 800,79506,M0E20000000E0HL,79506,dondup,yes,,xxxl,42,blue,blue,,,,,,sporty,men,s15,,,,
main,1,c75aae55-5401-4d28-a7ae-10b4efea7075,M0E20000000DN1X,WOMEN>shoes>pumps,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,standard,Pumps ”Flex” Michael Kors grey,Pumps „Flex” Michael Kors grau,Tacco ”Flex” Michael Kors grigio,,,,michaelkors-pumps-flex-40T2MFMP2L-grey,michaelkors-pumps-flex-40T2MFMP2L-grau,michaelkors-tacco-flex-40T2MFMP2L-grigio,,,,40T2MFMP2L 081,73029,M0E20000000DN1X,73029,michaelkors,no,,35,5,grey,grey,grigio,grigio,,,,sporty,women,s15,true,,,
,2,,M0E20000000DN1Y,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN1Y,73029,michaelkors,no,,35.5,5.5,grey,grey,,,,,,sporty,women,s15,,,,
,3,,M0E20000000DN1Z,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN1Z,73029,michaelkors,no,,36,6,grey,grey,,,,,,sporty,women,s15,true,,,
,4,,M0E20000000DN20,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN20,73029,michaelkors,no,,36.5,6.5,grey,grey,,,,,,sporty,women,s15,,,,
,5,,M0E20000000DN21,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN21,73029,michaelkors,no,,37,7,grey,grey,,,,,,sporty,women,s15,true,,,
,6,,M0E20000000DN22,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN22,73029,michaelkors,no,,37.5,7.5,grey,grey,,,,,,sporty,women,s15,,,,
,7,,M0E20000000DN23,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN23,73029,michaelkors,no,,38,8,grey,grey,,,,,,sporty,women,s15,,,,
,8,,M0E20000000DN24,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN24,73029,michaelkors,no,,38.5,8.5,grey,grey,,,,,,sporty,women,s15,true,,,
,9,,M0E20000000DN25,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN25,73029,michaelkors,no,,39,9,grey,grey,,,,,,sporty,women,s15,true,,,
,10,,M0E20000000DN26,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN26,73029,michaelkors,no,,39.5,9.5,grey,grey,,,,,,sporty,women,s15,true,,,
,11,,M0E20000000DN27,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN27,73029,michaelkors,no,,40,10,grey,grey,,,,,,sporty,women,s15,true,,,
,12,,M0E20000000DN28,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN28,73029,michaelkors,no,,40.5,10.5,grey,grey,,,,,,sporty,women,s15,,,,
,13,,M0E20000000DN29,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN29,73029,michaelkors,no,,41,11,grey,grey,,,,,,sporty,women,s15,,,,
,14,,M0E20000000DN2A,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN2A,73029,michaelkors,no,,41.5,11.5,grey,grey,,,,,,sporty,women,s15,,,,
,15,,M0E20000000DN2B,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN2B,73029,michaelkors,no,,42,12,grey,grey,,,,,,sporty,women,s15,,,,
,16,,M0E20000000DN2C,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN2C,73029,michaelkors,no,,42,12.5,grey,grey,,,,,,sporty,women,s15,,,,
,17,,M0E20000000DN2D,,EUR 13750;EUR 9016 b2b;BE-EUR 11000;BG-EUR 11000;DK-EUR 11000;DE-EUR 11000;EE-EUR 11000;FI-EUR 11000;FR-EUR 11000;GR-EUR 11000;IE-EUR 11000;IT-EUR 11000;HR-EUR 11000;LV-EUR 11000;LT-EUR 11000;LU-EUR 11000;MT-EUR 11000;NL-EUR 11000;AT-EUR 11000;PL-EUR 11000;PT-EUR 11000;RO-EUR 11000;SE-EUR 11000;SK-EUR 11000;SI-EUR 11000;ES-EUR 11000;CZ-EUR 11000;HU-EUR 11000;GB-EUR 11000;CY-EUR 11000,,,,,,,,,,,,,,40T2MFMP2L 081,73029,M0E20000000DN2D,73029,michaelkors,no,,42,13,grey,grey,,,,,,sporty,women,s15,,,,
main,1,b8e13b64-132e-4e28-aa3a-60a064a1f622,M0E20000000DVA5,MEN>clothing>blazer,EUR 62250;EUR 40820 b2b;BE-EUR 49800;BG-EUR 49800;DK-EUR 49800;DE-EUR 49800;EE-EUR 49800;FI-EUR 49800;FR-EUR 49800;GR-EUR 49800;IE-EUR 49800;IT-EUR 49800;HR-EUR 49800;LV-EUR 49800;LT-EUR 49800;LU-EUR 49800;MT-EUR 49800;NL-EUR 49800;AT-EUR 49800;PL-EUR 49800;PT-EUR 49800;RO-EUR 49800;SE-EUR 49800;SK-EUR 49800;SI-EUR 49800;ES-EUR 49800;CZ-EUR 49800;HU-EUR 49800;GB-EUR 49800;CY-EUR 49800,standard,Blazer Tagliatore dark blue,Blazer Tagliatore dunkelblau,Blazer Tagliatore blu scuro,,,,tagliatore-blazer-1smj22l-blue,tagliatore-blazer-1smj22l-blau,tagliatore-blazer-1smj22l-blu,,,,1SMJ22L 57UEJ066 B1152,78966,M0E20000000DVA5,78966,tagliatore,yes,,xs,34,blue,dark blue,dunkelblau,blu scuro,,,,business,men,s15,,,,
,2,,M0E20000000DVA6,,EUR 62250;EUR 40820 b2b;BE-EUR 49800;BG-EUR 49800;DK-EUR 49800;DE-EUR 49800;EE-EUR 49800;FI-EUR 49800;FR-EUR 49800;GR-EUR 49800;IE-EUR 49800;IT-EUR 49800;HR-EUR 49800;LV-EUR 49800;LT-EUR 49800;LU-EUR 49800;MT-EUR 49800;NL-EUR 49800;AT-EUR 49800;PL-EUR 49800;PT-EUR 49800;RO-EUR 49800;SE-EUR 49800;SK-EUR 49800;SI-EUR 49800;ES-EUR 49800;CZ-EUR 49800;HU-EUR 49800;GB-EUR 49800;CY-EUR 49800,,,,,,,,,,,,,,1SMJ22L 57UEJ066 B1152,78966,M0E20000000DVA6,78966,tagliatore,yes,,xs,36,blue,dark blue,,,,,,business,men,s15,,,,
,3,,M0E20000000DVA7,gürtel,EUR 62250;EUR 40820 b2b;BE-EUR 49800;BG-EUR 49800;DK-EUR 49800;DE-EUR 49800;EE-EUR 49800;FI-EUR 49800;FR-EUR 49800;GR-EUR 49800;IE-EUR 49800;IT-EUR 49800;HR-EUR 49800;LV-EUR 49800;LT-EUR 49800;LU-EUR 49800;MT-EUR 49800;NL-EUR 49800;AT-EUR 49800;PL-EUR 49800;PT-EUR 49800;RO-EUR 49800;SE-EUR 49800;SK-EUR 49800;SI-EUR 49800;ES-EUR 49800;CZ-EUR 49800;HU-EUR 49800;GB-EUR 49800;CY-EUR 49800,,,,,,,,,,,,,,1SMJ22L 57UEJ066 B1152,78966,M0E20000000DVA7,78966,tagliatore,yes,,xs,38,blue,dark blue,,,,,,business,men,s15,,,,
